region_pair,region1,region2,object,p_value,f_stat,subject,date
iCA1 → LEC,iCA1,LEC,object3,0.6895819200205918,0.9760895758859714,462910,20240814
LEC → dCA1,LEC,dCA1,object1,0.6895819200205918,0.9645317981606235,462910,20240814
dCA1 → LEC,dCA1,LEC,object1,0.6895819200205918,1.0311605004916653,462910,20240814
LEC → dCA1,LEC,dCA1,object2,0.1655526929929073,0.8806958305712221,462910,20240814
dCA1 → LEC,dCA1,LEC,object2,0.6895819200205918,1.12138561424047,462910,20240814
LEC → dCA1,LEC,dCA1,object3,0.22643965679480615,0.8863410228569599,462910,20240814
dCA1 → LEC,dCA1,LEC,object3,0.3183190759768639,0.9167004253590616,462910,20240814
PERI 36 → iCA1,PERI 36,iCA1,object1,0.6895819200205918,1.0090883144725789,462910,20240814
iCA1 → PERI 36,iCA1,PERI 36,object1,0.5481588752895885,1.0160806885606295,462910,20240814
PERI 36 → iCA1,PERI 36,iCA1,object2,1.0,0.9308902904062186,462910,20240814
iCA1 → PERI 36,iCA1,PERI 36,object2,0.22643965679480615,0.9267445992373974,462910,20240814
PERI 36 → iCA1,PERI 36,iCA1,object3,0.04380701033545842,1.1214967282248198,462910,20240814
iCA1 → PERI 36,iCA1,PERI 36,object3,0.5481588752895885,1.0334983769952886,462910,20240814
PERI 36 → dCA1,PERI 36,dCA1,object1,0.1655526929929073,1.1234954340699195,462910,20240814
dCA1 → PERI 36,dCA1,PERI 36,object1,0.6895819200205918,0.9606839169170097,462910,20240814
PERI 36 → dCA1,PERI 36,dCA1,object2,0.04380701033545842,0.9556263809229746,462910,20240814
dCA1 → PERI 36,dCA1,PERI 36,object2,1.0,0.8140130594632037,462910,20240814
PERI 36 → dCA1,PERI 36,dCA1,object3,0.6895819200205918,1.0612072553230854,462910,20240814
dCA1 → PERI 36,dCA1,PERI 36,object3,0.1655526929929073,1.0309898924474092,462910,20240814
iCA1 → dCA1,iCA1,dCA1,object1,0.22643965679480615,1.0032122645688835,462910,20240814
dCA1 → iCA1,dCA1,iCA1,object1,0.6895819200205918,0.9721079685351286,462910,20240814
iCA1 → dCA1,iCA1,dCA1,object2,0.5481588752895885,0.9108306879442406,462910,20240814
dCA1 → iCA1,dCA1,iCA1,object2,0.6895819200205918,1.0131783886495964,462910,20240814
iCA1 → dCA1,iCA1,dCA1,object3,0.8412092129336107,1.0319645755649434,462910,20240814
dCA1 → iCA1,dCA1,iCA1,object3,0.8412092129336107,0.9793707736507111,462910,20240814
VIS → iCA1,VIS,iCA1,object1,0.5857916919092152,1.08039731714029,462910,20240815
iCA1 → VIS,iCA1,VIS,object1,0.40126367970752064,1.0296158232056651,462910,20240815
VIS → iCA1,VIS,iCA1,object2,0.7798613187769255,1.0130330665995237,462910,20240815
iCA1 → VIS,iCA1,VIS,object2,1.0,1.2413061088541606,462910,20240815
VIS → iCA1,VIS,iCA1,object3,0.08793701117174504,1.1717363481203895,462910,20240815
iCA1 → VIS,iCA1,VIS,object3,0.26643635998890086,0.906155383470607,462910,20240815
VIS → dCA1,VIS,dCA1,object1,1.0,0.9880964295638905,462910,20240815
dCA1 → VIS,dCA1,VIS,object1,0.5857916919092152,1.0732118864693896,462910,20240815
VIS → dCA1,VIS,dCA1,object2,1.0,1.0612537640116741,462910,20240815
dCA1 → VIS,dCA1,VIS,object2,0.26643635998890086,0.8937183901724494,462910,20240815
VIS → dCA1,VIS,dCA1,object3,0.7798613187769255,0.8383281902320898,462910,20240815
dCA1 → VIS,dCA1,VIS,object3,1.0,0.886639269660745,462910,20240815
iCA1 → dCA1,iCA1,dCA1,object1,0.1648122373270981,0.9340324225268546,462910,20240815
